iter	Logloss
295	0.05138738584
296	0.05123388628
297	0.0510449791
298	0.05085330478
299	0.05073770463
300	0.05063525825
301	0.05043923753
302	0.0501182435
303	0.04987947993
304	0.04956606604
305	0.04936649783
306	0.04920112369
307	0.0490200134
308	0.04884649984
309	0.04856801976
310	0.04847819896
311	0.04834143477
312	0.04826160909
313	0.04808890798
314	0.04790995584
315	0.04773978173
316	0.04752709073
317	0.04737136095
318	0.04714580051
319	0.04698236123
320	0.04677129111
321	0.04660928352
322	0.04650707922
323	0.04629037426
324	0.046136428
325	0.04601043362
326	0.04586142275
327	0.04568140445
328	0.04539738241
329	0.04525810452
330	0.04506465615
331	0.04481544525
332	0.04458327127
333	0.04446004363
334	0.04435104575
335	0.04416153729
336	0.04405214372
337	0.04391515743
338	0.04382820251
339	0.04372469322
340	0.04354495636
341	0.04342001533
342	0.04311578774
343	0.04300773907
344	0.042675585
345	0.04257564286
346	0.04238807371
347	0.04224178038
348	0.04199693745
349	0.04185982579
350	0.04173773724
351	0.04164947479
352	0.04154051081
353	0.04140694737
354	0.04120211705
355	0.04097118598
356	0.0408456092
357	0.04067990651
358	0.04053037867
359	0.04040879739
360	0.04033247155
361	0.04019575378
362	0.04006416061
363	0.03991595582
364	0.03978308624
365	0.03967191285
366	0.03958492206
367	0.03943036431
368	0.03934950458
369	0.03924289427
370	0.03917828457
371	0.03909036218
372	0.03891528934
373	0.0388302849
374	0.03864153062
375	0.0385065855
376	0.03835111992
377	0.03825919207
378	0.03812642991
379	0.03800552106
380	0.03784839623
381	0.03771226042
382	0.03760026217
383	0.03743201305
384	0.03734612038
385	0.03719969512
386	0.03698807671
387	0.03683161574
388	0.03673639039
389	0.03658161879
390	0.03649512933
391	0.03639665504
392	0.03628806097
393	0.03621690747
394	0.03609337203
395	0.0359445097
396	0.03586740662
397	0.03576143689
398	0.03561803455
399	0.0354659755
400	0.03526150903
401	0.03511164988
402	0.03499265854
403	0.03491594755
404	0.03482210241
405	0.03474838163
406	0.03450683315
407	0.03442462835
408	0.03436020378
409	0.0342624357
410	0.03418968896
411	0.03404669949
412	0.03395058101
413	0.03372700051
414	0.03364250229
415	0.03357249245
416	0.03349099295
417	0.03336822173
418	0.03327467825
419	0.03317595104
420	0.03306314153
421	0.03286727331
422	0.03275178478
423	0.03255797519
424	0.03244845566
425	0.03233708071
426	0.03224921996
427	0.03217005156
428	0.03202119701
429	0.03186096261
430	0.0317854542
431	0.03162416073
432	0.03149940642
433	0.03145135571
434	0.03135310056
435	0.03128099495
436	0.03111641301
437	0.03105080166
438	0.03092654631
439	0.03083113621
440	0.03073502491
441	0.03063962921
442	0.030533031
443	0.0304662722
444	0.03035750124
445	0.03025084488
446	0.03018023264
447	0.03005022449
448	0.02997807217
449	0.02993199654
450	0.02989371494
451	0.0298516107
452	0.0297457849
453	0.02966323588
454	0.02958295411
455	0.02945499583
456	0.0293761777
457	0.02926381019
458	0.02912972066
459	0.02907574594
460	0.02898630424
461	0.02885111929
462	0.02873907801
463	0.0286619711
464	0.02842772402
465	0.02837671158
466	0.02832966929
467	0.02825852185
468	0.02820435979
469	0.02810063128
470	0.02799294001
471	0.02787496038
472	0.02782865799
473	0.02770490696
474	0.02760138492
475	0.02755039134
476	0.02751893421
477	0.02746562354
478	0.02738062085
479	0.0273037044
480	0.02726074253
481	0.02716703847
482	0.02703424026
483	0.02693862659
484	0.02687732806
485	0.02682020401
486	0.02674431539
487	0.02669830226
488	0.02664388877
489	0.02656069296
490	0.02647122494
491	0.02641072559
492	0.0263374207
493	0.02629301529
494	0.02625647786
495	0.02619401565
496	0.02612144335
497	0.02603815156
498	0.02600504536
499	0.02587210599
